brand,milage,fuel_type,transmission,price,horsepower,engine_displacement,age
32,26339,4,16,7945,2.5,331.6983232435877,9
26,1025,4,3,63900,4.6,301.0,1
5,68000,4,15,16000,2.5,184.0,10
16,48000,4,27,49999,3.3,365.0,5
24,45014,4,15,40000,5.2,560.0,11
15,56675,4,33,29000,6.2,420.0,7
20,220000,4,33,7900,5.6,400.0,2
4,70500,4,42,23000,3.0,333.0,11
5,95212,4,19,37000,4.0,414.0,15
26,27000,4,15,37000,4.6,301.0,6
20,3300,4,33,38400,3.0,400.0,3
49,115402,4,33,8000,3.0,148.0,17
50,94653,4,42,10995,3.6,280.0,17
26,125470,4,33,8000,2.5,204.0,14
26,29000,4,15,28000,3.5,306.0,7
37,102000,4,33,17000,4.0,261.0,12
4,67035,4,42,19500,2.0,248.0,5
37,146000,4,33,15900,1.6,188.0,13
23,153692,4,28,19212,3.8,331.6983232435877,7
4,111773,4,42,27950,2.0,211.0,11
4,72865,4,42,21000,3.0,333.0,8
9,55900,4,42,8950,3.6,252.0,14
50,107000,4,33,17500,2.5,170.0,12
5,68749,4,42,46000,4.4,445.0,8
34,87500,4,21,35999,4.6,362.0,9
8,84450,4,42,37300,3.6,304.0,7
34,6600,4,42,41500,4.0,550.0,5
9,64776,4,33,9500,3.8,200.0,23
40,2950,4,25,53500,3.8,400.0,1
25,98000,4,42,22500,5.0,510.0,13
40,53500,4,19,51950,4.8,420.0,9
36,10500,4,19,31999,2.0,291.0,13
34,28399,4,21,55600,4.0,469.0,7
37,185000,4,33,7500,3.5,260.0,11
22,111000,4,33,8900,3.8,202.0,17
4,96000,4,15,2300,2.0,200.0,13
27,74582,4,15,28499,2.0,240.0,7
11,133255,4,33,4000,3.5,250.0,18
37,72900,4,33,15990,2.5,182.0,9
40,28000,4,21,51500,3.8,400.0,11
27,82300,4,3,14945,3.5,450.0,6
26,87500,4,15,18800,4.6,386.0,11
5,18362,4,42,52500,4.4,540.0,5
10,38600,4,27,30000,3.6,292.0,8
4,103272,4,33,15500,3.0,310.0,12
27,60000,4,42,16500,2.7,335.0,7
22,56778,4,28,29748,2.0,331.6983232435877,5
49,186117,4,33,7495,4.0,245.0,20
5,25000,4,27,40500,3.0,300.0,3
5,95450,4,19,15000,3.2,333.0,22
14,85000,2,33,31000,6.2,385.0,7
14,36821,4,34,45998,3.5,331.6983232435877,3
22,115359,4,11,12449,2.4,150.0,20
14,23300,4,3,52000,5.0,460.0,3
41,124000,4,27,13900,5.7,390.0,9
5,92000,4,27,20900,4.4,560.0,9
9,51338,4,41,23000,5.3,355.0,6
5,76474,4,42,43000,3.0,300.0,6
5,40989,4,21,35500,3.0,425.0,10
40,43000,4,19,50900,4.0,414.0,13
34,59600,4,42,18000,3.5,302.0,10
14,37800,4,27,36800,5.0,460.0,6
49,51902,4,4,59590,4.0,331.6983232435877,3
5,20678,4,42,46000,4.4,600.0,2
9,89000,4,15,29999,5.3,355.0,7
10,46508,4,15,11500,3.2,215.0,18
14,50600,4,33,28500,3.5,365.0,6
34,90000,4,21,15900,1.8,201.0,12
9,7666,4,33,11995,5.7,340.0,26
14,10400,4,3,41500,3.7,300.0,2
39,37100,4,19,19500,2.0,260.0,19
4,60000,4,21,19500,3.0,333.0,13
50,84000,4,33,13000,2.0,292.0,8
4,109330,4,19,11000,3.0,333.0,11
21,90000,4,9,20000,4.0,290.0,23
9,2550,4,15,48999,5.3,355.0,4
19,127500,4,33,11900,3.8,311.0,11
14,34672,4,3,59900,3.5,450.0,5
5,126000,4,15,11800,3.0,300.0,12
22,26900,4,11,6500,4.0,181.0,23
5,95212,4,27,31599,3.0,300.0,7
11,54002,4,33,32500,3.6,303.0,5
9,139804,4,33,14500,4.3,195.0,11
11,96000,4,9,12500,5.7,340.0,19
26,212000,4,33,9450,3.5,303.0,14
11,171079,1,33,18000,5.9,245.0,23
34,14000,4,27,46900,3.0,362.0,2
19,28470,5,33,28600,1.6,139.0,3
4,38718,4,21,28900,3.0,333.0,12
14,66770,4,3,30000,3.5,375.0,6
22,133300,4,33,3000,3.7,210.0,17
49,74000,2,15,35000,5.7,381.0,6
40,1518,4,27,43900,3.8,430.0,1
9,61802,4,15,19470,5.3,355.0,8
14,40570,4,19,24500,5.0,435.0,8
5,16000,4,19,30500,2.0,228.0,6
49,73350,4,42,33000,3.5,306.0,7
7,49528,4,28,19290,2.0,331.6983232435877,6
5,82978,4,27,35000,4.4,445.0,10
49,25083,4,16,34955,3.5,331.6983232435877,6
27,158000,4,42,21500,3.5,365.0,8
8,152000,4,15,11499,3.0,270.0,12
41,26000,4,27,61500,5.7,395.0,3
9,64000,4,15,22999,6.2,430.0,17
27,51400,4,15,47850,3.5,380.0,6
26,25470,4,42,35999,2.0,235.0,5
4,50000,4,33,25500,3.0,354.0,6
14,132272,4,33,9900,1.6,175.0,10
5,83298,4,33,13998,3.0,230.0,14
40,35000,4,21,29998,2.0,252.0,6
49,186117,4,33,38490,4.0,270.0,7
46,90200,4,11,12000,2.0,227.0,14
15,10400,4,33,62999,5.3,355.0,3
50,50600,4,27,38000,3.6,280.0,7
49,62200,5,36,35707,3.5,306.0,6
5,39000,4,27,50000,3.0,335.0,7
21,102800,4,19,11000,4.2,300.0,23
5,79800,4,27,27350,3.0,300.0,5
40,95000,4,19,14900,3.6,325.0,16
5,44000,4,27,65000,4.4,445.0,6
40,3000,4,19,44800,2.9,325.0,1
45,99999,4,19,10998,2.5,179.0,10
5,83298,4,42,17500,2.0,240.0,11
5,98000,4,19,17999,3.0,300.0,12
37,88300,4,9,17999,4.0,261.0,13
8,83000,4,33,19000,2.0,272.0,6
34,2800,4,42,57500,4.0,605.0,4
36,72900,4,33,17500,3.8,260.0,16
10,44000,2,33,18700,3.6,295.0,9
26,112630,4,12,35707,3.716927534611586,331.6983232435877,3
32,143346,4,33,3000,2.3,263.0,16
27,33000,4,42,52000,2.7,335.0,3
26,167300,4,33,3500,3.3,230.0,20
22,83858,4,28,17238,2.0,331.6983232435877,8
9,64800,4,15,24950,5.3,355.0,9
11,100100,4,42,17500,3.716927534611586,331.6983232435877,14
40,52744,4,19,25980,3.6,480.0,17
9,30900,4,32,40995,2.0,331.6983232435877,3
9,110000,4,15,25500,5.3,355.0,9
9,102665,1,3,30900,6.6,445.0,6
8,51808,4,42,37950,6.2,420.0,4
26,51354,4,15,21000,3.5,306.0,9
5,50340,4,27,49750,2.0,228.0,6
49,13700,4,42,44000,3.0,382.0,3
7,103338,4,16,17816,1.5,331.6983232435877,8
5,24300,5,27,52000,3.0,382.0,3
40,16744,4,27,46999,3.0,379.0,2
14,48000,1,33,52000,2.0,210.0,4
41,115000,1,15,11499,6.7,350.0,11
4,202000,4,33,6700,3.2,255.0,16
49,69641,5,36,32850,2.5,208.0,6
9,53000,4,21,33000,6.2,490.0,2
9,28150,4,42,15000,6.0,400.0,15
22,121500,4,33,16499,4.0,190.0,19
26,25997,4,33,62999,5.7,383.0,3
19,167000,4,33,3200,2.4,200.0,12
5,40000,4,42,25000,3.0,300.0,11
4,74000,4,27,26000,3.0,333.0,11
14,269885,1,33,9000,6.4,350.0,15
40,104000,4,21,24900,3.6,300.0,13
22,160900,4,9,16000,3.6,285.0,8
25,57785,4,33,63995,3.0,380.0,5
4,38718,4,21,37000,3.0,333.0,12
37,138071,4,33,9000,3.5,255.0,14
4,124000,4,27,24000,3.0,333.0,10
32,39800,4,11,20000,1.8,140.0,25
36,149460,4,33,12900,3.8,260.0,12
34,85760,4,33,16250,3.5,302.0,10
5,90000,4,27,36000,3.0,300.0,8
40,7100,4,42,54000,2.9,375.0,2
5,98700,4,19,9875,4.0,414.0,16
4,69700,4,15,15500,2.0,220.0,8
49,179000,4,33,30000,4.0,270.0,10
14,74582,4,33,22000,3.7,275.0,7
25,23250,5,33,52500,3.0,395.0,4
34,45000,4,42,16500,4.7,402.0,10
11,57000,4,42,49000,6.4,485.0,5
34,120800,4,33,7300,3.5,268.0,15
41,19200,4,27,29999,5.7,395.0,2
40,170000,4,11,6000,2.5,201.0,23
49,91843,4,15,8500,4.6,310.0,14
46,54000,4,33,34000,2.4,260.0,4
14,113294,4,15,26000,2.0,245.0,7
14,77925,4,19,18000,3.7,305.0,11
34,63160,4,42,41500,4.7,449.0,6
9,500,4,33,38000,5.3,355.0,8
22,115282,4,20,13895,2.0,331.6983232435877,8
14,36000,4,39,30000,5.0,435.0,8
19,71000,4,15,13310,5.0,429.0,10
49,40000,4,33,30500,4.0,270.0,5
37,165000,4,33,12500,1.8,122.0,13
9,10500,4,19,50000,6.2,455.0,3
34,14676,4,27,47995,4.0,503.0,2
22,131000,4,11,17900,4.0,181.0,25
5,55250,4,19,47999,3.0,425.0,9
6,69600,4,33,15500,6.0,552.0,10
27,71924,4,15,19500,2.0,245.0,5
4,48000,4,27,49900,3.0,354.0,5
14,190321,1,33,18853,6.4,350.0,20
22,132700,4,39,12900,4.0,190.0,19
14,61500,4,42,63500,6.7,450.0,6
26,152270,4,7,15500,4.7,235.0,19
40,129000,4,33,17950,3.6,300.0,13
49,151600,4,7,6500,1.8,140.0,23
5,87500,4,27,26000,3.0,335.0,9
34,67350,4,33,28450,3.0,329.0,7
37,106000,4,33,14900,4.0,265.0,12
34,162000,4,9,11500,3.5,268.0,13
9,2118,4,28,31950,6.2,331.6983232435877,1
8,54000,4,33,33000,3.6,310.0,5
27,52284,4,33,20500,2.0,240.0,7
14,81778,4,34,32769,3.5,331.6983232435877,5
5,35248,4,28,47449,3.0,331.6983232435877,5
5,38000,4,27,42000,3.0,335.0,4
40,29850,4,27,29000,4.0,414.0,5
34,199000,4,33,8995,3.5,268.0,13
27,105000,4,15,19500,3.7,300.0,8
14,67500,2,15,37000,6.2,385.0,6
40,54000,4,39,37500,3.2,280.0,19
46,112000,4,36,15000,2.0,148.0,9
14,116157,4,33,9450,4.0,210.0,17
26,130000,4,33,24500,4.6,301.0,9
14,63400,4,19,49999,5.0,385.0,16
34,60000,4,21,37000,5.5,382.0,16
5,73101,4,42,26999,3.0,320.0,9
27,74500,4,15,19600,2.0,240.0,8
19,33500,4,19,23500,3.3,290.0,9
14,199000,4,33,10500,4.6,300.0,18
9,129000,4,15,14000,5.3,355.0,8
23,171000,4,42,2990,3.5,276.0,13
4,5989,5,21,41899,3.0,335.0,3
5,78414,4,21,28750,4.0,420.0,15
22,74122,4,33,19800,3.6,285.0,6
36,56675,4,33,9950,2.4,140.0,22
4,153692,4,33,4500,2.0,211.0,11
40,63400,4,19,27500,3.4,303.0,18
25,100000,4,27,13000,3.0,380.0,12
40,53000,4,19,30500,3.8,355.0,7
18,140000,4,33,6730,6.2,393.0,16
34,88600,4,33,17800,2.0,208.0,12
5,29500,4,27,38000,3.0,503.0,3
34,84450,4,21,19000,3.5,302.0,10
14,48054,4,33,9999,4.6,220.0,17
14,123500,4,33,15000,3.5,365.0,12
40,61000,6,42,59000,2.0,375.0,7
49,153000,4,9,2900,4.7,282.0,19
26,223824,5,33,4500,3.5,245.0,12
4,82000,4,33,31900,3.0,349.0,8
5,67000,4,33,51500,4.4,555.0,11
14,102000,4,15,23500,3.5,365.0,7
9,48000,4,33,21999,5.7,310.0,22
26,109700,4,33,12500,2.5,204.0,17
25,115550,4,33,14000,2.0,240.0,9
34,36900,4,31,31000,2.0,241.0,6
26,54971,4,4,44646,3.6,331.6983232435877,4
8,73846,4,32,33242,3.6,331.6983232435877,4
5,55250,4,19,49999,3.0,425.0,8
34,76500,5,42,29895,3.0,369.0,6
34,18663,4,32,31871,2.0,331.6983232435877,3
49,61341,4,28,29444,3.5,331.6983232435877,3
21,50000,4,15,6000,4.2,300.0,17
20,48000,4,19,20399,3.5,280.0,21
5,9670,4,42,44900,3.0,425.0,7
9,7458,4,27,44850,6.2,455.0,6
40,135606,4,27,55460,4.8,550.0,16
49,130000,4,33,29500,4.7,282.0,19
14,44000,4,15,60867,5.2,526.0,5
14,67500,4,3,35000,3.5,375.0,6
21,35134,4,33,23500,5.0,385.0,16
4,50000,4,33,55000,3.0,333.0,10
40,47885,3,42,14500,3.716927534611586,331.6983232435877,29
1,78980,4,19,10600,3.5,272.0,17
20,158564,4,42,8750,3.7,330.0,12
40,76500,4,19,22000,3.6,320.0,8
4,37000,4,42,45950,4.0,450.0,9
29,63500,4,19,5000,1.6,181.0,17
9,124000,4,27,26500,6.2,455.0,8
37,135000,4,33,7500,3.5,260.0,10
22,24423,4,28,38405,3.6,331.6983232435877,4
14,231500,3,33,3500,3.716927534611586,331.6983232435877,24
27,1750,4,3,62000,3.5,450.0,2
5,82849,4,27,19999,3.0,300.0,14
51,110380,4,27,26500,2.0,316.0,7
25,110000,2,33,21000,5.0,510.0,11
46,112000,4,36,24000,2.0,152.0,11
9,11500,4,27,44500,5.3,355.0,5
20,41000,4,33,32400,3.5,295.0,4
4,9628,4,27,37999,2.9,444.0,2
51,57912,4,33,32990,2.0,316.0,5
4,55000,4,33,32000,3.0,333.0,6
14,52675,4,3,28500,3.5,290.0,4
29,104500,4,33,4100,1.6,118.0,15
6,61675,4,19,21500,4.0,500.0,17
4,96000,4,33,19000,2.0,211.0,8
9,15198,4,28,42995,3.6,331.6983232435877,3
34,95500,4,33,15990,2.0,208.0,10
26,179000,4,33,17900,4.6,301.0,17
46,118500,4,33,8995,2.5,173.0,11
26,51300,4,33,18500,3.5,295.0,7
14,107000,2,33,22000,5.0,385.0,8
46,106000,4,11,15000,2.5,265.0,12
21,178416,4,15,7200,4.2,300.0,16
14,58000,4,15,25000,3.5,290.0,7
14,199000,4,33,6700,4.0,207.0,22
49,231500,3,9,6975,3.716927534611586,331.6983232435877,28
9,98000,4,15,27499,5.3,320.0,13
4,185000,4,33,8500,2.0,252.0,7
4,99897,4,19,14800,3.0,333.0,11
22,27981,4,27,42999,3.6,285.0,2
26,106000,4,33,34000,4.6,301.0,9
5,86000,4,42,39000,4.4,540.0,9
14,72639,1,15,36500,6.7,450.0,5
40,85000,4,33,26900,3.6,300.0,13
14,59459,1,15,40999,6.7,400.0,10
9,64776,4,33,6500,3.8,200.0,22
49,36000,4,39,40500,2.7,159.0,15
22,72836,4,11,12000,4.0,181.0,27
34,38000,4,27,54599,5.5,563.0,4
16,48000,4,27,29999,3.3,365.0,7
9,45303,4,27,39799,6.2,455.0,4
23,46500,4,27,35200,2.5,203.0,4
14,144770,4,33,9975,5.4,300.0,16
25,138050,4,15,12500,3.2,230.0,14
1,122000,4,42,11000,2.0,148.0,11
22,51351,4,9,34250,3.6,285.0,6
22,17300,4,27,45000,3.6,285.0,4
9,151896,2,33,7900,5.3,320.0,16
25,92500,4,33,12000,5.0,375.0,12
25,90000,4,33,19950,5.0,385.0,12
34,93000,4,9,22500,5.4,469.0,19
4,118500,4,33,11900,2.0,211.0,9
20,171000,4,19,15000,3.7,330.0,23
8,4500,4,33,48000,6.2,420.0,4
1,120000,4,33,8000,1.8,140.0,25
11,1539,4,33,6750,3.7,210.0,22
41,147834,4,28,25495,3.6,331.6983232435877,3
5,98000,4,42,25500,3.0,300.0,11
27,44741,4,3,52999,3.5,450.0,7
17,45000,4,15,20999,3.5,280.0,10
14,98000,4,33,20995,3.5,375.0,8
46,37800,4,19,32500,2.5,305.0,4
46,96000,4,11,12500,2.5,265.0,11
40,130000,4,33,7000,2.9,265.0,14
22,55000,4,27,29000,3.6,285.0,5
26,72150,4,33,30000,3.5,295.0,7
5,46000,4,27,26000,2.0,248.0,5
40,66000,4,33,22000,2.9,265.0,13
22,52775,4,33,36000,3.6,285.0,6
4,22300,4,42,55999,3.0,349.0,5
40,119950,4,27,16000,4.8,550.0,9
22,79615,4,29,23599,2.0,331.6983232435877,8
34,100245,1,33,15000,3.0,188.0,12
5,96000,4,42,15000,2.0,240.0,10
34,103000,4,27,26900,2.0,228.0,7
40,21450,4,19,21000,3.4,300.0,23
9,7900,4,42,45985,6.2,490.0,3
5,82900,4,33,23000,3.0,300.0,10
5,95000,4,33,14995,3.0,300.0,8
26,173452,4,33,6000,4.6,301.0,14
26,79635,4,33,10795,3.5,268.0,12
17,51300,4,11,22000,1.8,143.0,12
23,10400,4,27,35500,3.8,291.0,1
34,84450,4,33,18000,3.5,302.0,10
25,41500,4,27,35300,3.0,395.0,4
41,157272,1,15,18995,6.7,350.0,10
5,41000,4,9,41500,3.0,335.0,5
49,91843,4,9,23000,4.0,270.0,5
11,141800,4,7,7500,4.7,230.0,22
5,22000,4,33,45000,4.4,445.0,7
34,131000,4,9,16250,5.0,302.0,19
42,1150,4,1,44950,3.716927534611586,835.0,1
43,36000,4,33,36000,6.6,563.0,8
15,112000,4,33,14900,3.6,281.0,8
49,148740,4,33,7000,4.0,236.0,16
34,2058,4,32,49995,4.0,331.6983232435877,4
26,123500,5,33,10300,3.5,245.0,14
14,170000,4,7,4500,6.8,310.0,21
23,87000,4,33,15990,2.4,182.0,9
9,75000,4,33,62499,5.3,355.0,4
14,95212,4,15,17000,3.5,365.0,10
9,56247,4,34,22389,3.6,331.6983232435877,5
34,80000,4,42,19900,2.0,208.0,9
14,133504,4,19,23500,5.0,412.0,13
30,16000,4,33,22000,4.2,394.0,17
37,186117,4,33,7500,3.5,260.0,12
9,119000,4,33,20999,3.716927534611586,200.0,8
20,141775,4,21,13750,5.6,400.0,8
14,87600,4,15,32850,3.7,300.0,8
14,53705,4,3,51890,5.0,460.0,6
7,160000,4,15,32450,3.5,250.0,4
8,69289,4,15,23995,3.6,304.0,6
9,95000,1,1,33200,6.6,445.0,6
37,137483,4,36,10000,1.6,188.0,11
46,55000,4,36,32100,2.5,175.0,5
40,52500,4,21,20999,3.0,335.0,6
5,86202,4,15,16900,3.0,230.0,12
23,103111,4,33,17000,2.4,200.0,12
5,15698,4,27,29800,4.4,445.0,9
4,96800,4,42,18000,2.0,211.0,12
32,73043,4,16,25307,2.5,331.6983232435877,5
5,26500,4,27,47999,4.4,560.0,8
49,184000,4,33,4900,3.5,268.0,16
5,72700,4,42,25999,3.0,300.0,8
4,150000,4,33,17500,2.0,211.0,12
14,85252,4,33,27500,3.5,365.0,8
14,80800,4,33,15700,2.5,175.0,9
46,100545,4,11,14200,2.5,224.0,20
19,127770,4,15,13800,4.6,378.0,10
14,64552,2,16,35557,6.2,331.6983232435877,5
26,103814,4,33,12900,2.0,235.0,9
44,94291,4,33,6995,2.0,260.0,16
20,89106,4,33,22000,3.5,295.0,11
4,50000,4,21,36000,2.0,252.0,6
8,51351,4,4,38781,6.2,331.6983232435877,3
26,114000,4,9,10700,4.7,263.0,18
5,73049,4,27,28999,3.0,335.0,6
4,96800,4,42,11000,2.0,211.0,12
15,119000,4,33,12995,3.6,288.0,8
49,134000,5,33,16500,3.5,306.0,9
26,33655,4,33,41000,5.7,383.0,3
5,74000,4,42,46995,3.0,425.0,8
5,38400,4,42,35200,2.0,240.0,8
9,58800,4,33,16500,5.7,305.0,25
16,9500,4,27,56900,3.3,365.0,2
5,111000,4,42,11000,2.0,240.0,12
22,132600,4,11,16000,4.0,181.0,21
5,37000,4,42,65000,4.4,560.0,8
8,48613,4,15,61350,6.2,420.0,6
20,69000,4,21,7999,5.6,400.0,13
15,61341,4,32,34084,2.5,331.6983232435877,3
5,89000,4,27,32000,3.0,300.0,6
21,58600,4,27,32000,5.0,550.0,6
14,53000,4,33,18000,3.7,275.0,6
22,67015,4,28,21590,3.6,331.6983232435877,8
5,86629,4,33,20995,3.0,320.0,12
46,91000,4,19,13500,2.0,268.0,7
5,78500,4,42,34700,3.0,300.0,15
5,24500,4,42,38000,2.0,248.0,3
34,27000,4,42,22500,5.5,382.0,13
34,45900,4,42,38000,2.0,255.0,5
26,76000,4,42,32000,3.5,295.0,9
4,10500,4,42,60500,2.0,252.0,10
5,50780,4,19,54995,3.0,425.0,9
41,57300,4,27,46900,5.7,395.0,4
9,88161,4,34,42999,6.2,331.6983232435877,2
34,80124,4,21,16750,3.5,302.0,10
51,208864,4,15,21000,3.2,240.0,11
8,79500,4,15,23500,3.6,304.0,6
9,13300,4,19,50000,6.2,460.0,5
25,33000,4,27,34000,3.0,340.0,5
40,26000,4,42,6730,3.6,325.0,17
4,125575,4,33,17000,2.0,211.0,9
40,39000,4,21,51500,3.8,400.0,11
9,83000,4,19,31000,6.2,455.0,7
34,49000,4,42,41500,5.5,577.0,7
9,66000,4,27,51499,6.2,455.0,6
50,89190,4,33,11995,2.5,170.0,9
14,157530,1,33,29725,6.4,350.0,16
5,73350,4,33,33000,3.0,300.0,6
34,15000,4,31,31300,3.5,302.0,5
16,23500,4,33,45000,2.5,300.0,4
41,133598,4,34,31621,5.7,331.6983232435877,7
26,55700,4,27,27200,5.7,383.0,5
14,64500,4,33,21000,2.3,310.0,8
37,75000,4,11,9995,4.0,261.0,12
34,119000,4,15,18000,3.5,268.0,15
27,113000,4,33,5800,3.7,303.0,14
34,16200,4,33,6399,6.3,518.0,17
17,11649,4,31,42000,3.5,280.0,1
25,115550,4,31,19000,2.0,240.0,9
34,28399,4,31,56515,4.0,469.0,1
14,166200,4,33,4800,4.0,207.0,22
14,49000,4,33,31000,3.5,310.0,4
4,63460,2,27,16900,3.0,240.0,10
8,98231,4,15,25000,6.2,420.0,8
9,170000,4,33,7500,3.5,220.0,15
41,61802,2,28,19500,3.6,331.6983232435877,4
9,24670,4,33,45000,6.2,455.0,3
41,123815,4,15,16000,6.4,410.0,18
14,26840,4,33,42500,2.7,325.0,6
46,100680,4,36,24200,3.6,256.0,7
14,166000,4,15,17950,3.5,365.0,13
40,72329,4,21,35999,3.0,340.0,9
2,28644,4,27,30000,2.9,505.0,5
9,13865,4,3,44999,6.2,455.0,2
5,31350,4,27,38000,3.0,503.0,2
9,20678,4,3,47000,5.3,355.0,2
36,239000,4,33,3500,2.4,140.0,23
14,13700,1,3,50000,6.7,475.0,2
14,100680,4,42,9999,3.7,305.0,13
5,70700,4,27,24700,4.4,445.0,10
14,74582,4,15,9495,3.5,365.0,10
15,89000,4,33,21900,3.6,288.0,8
32,25420,4,16,34955,2.5,331.6983232435877,6
30,52694,4,42,24995,3.0,345.0,7
50,107000,4,33,8100,2.8,174.0,15
7,28548,4,32,27875,2.0,331.6983232435877,4
9,134000,4,33,9500,3.8,202.0,15
49,96000,4,33,53000,4.0,270.0,6
34,61145,4,21,29800,1.8,201.0,9
4,10832,5,21,42500,3.0,335.0,4
4,36000,5,27,37000,3.0,335.0,5
9,35515,4,15,39000,5.3,355.0,5
21,40000,4,9,19998,4.0,290.0,23
41,18526,4,34,33490,5.7,331.6983232435877,4
5,28000,4,42,43000,2.0,255.0,2
34,70582,4,33,59000,2.0,255.0,5
23,87009,4,27,18000,3.3,365.0,6
4,54000,4,33,20000,2.0,211.0,12
11,54320,4,27,37500,6.2,717.0,4
14,84421,2,15,31000,5.4,255.0,10
14,40000,4,3,32500,2.7,325.0,6
46,162000,4,33,11500,2.5,170.0,20
9,57500,4,42,18000,6.2,426.0,14
9,25000,2,15,51000,5.3,355.0,6
34,127980,4,33,10999,4.3,190.0,21
9,93000,4,15,53999,5.3,355.0,4
14,153000,2,15,16900,6.2,385.0,11
11,145740,4,11,9450,4.7,230.0,21
19,153332,4,42,10000,4.6,378.0,10
35,58000,3,11,15995,3.716927534611586,331.6983232435877,31
40,104000,4,19,44800,3.8,355.0,14
40,76200,4,21,23000,3.6,420.0,8
49,13028,5,36,46999,2.5,191.0,2
14,12100,4,33,37900,3.5,375.0,4
9,148377,4,15,17000,1.4,138.0,12
4,181000,4,15,10500,2.0,211.0,13
36,29000,4,33,9500,2.4,166.0,6
14,85253,4,33,39500,3.5,365.0,8
14,28500,4,3,47000,3.5,375.0,2
34,96600,4,33,12900,3.5,268.0,16
26,101000,5,33,17500,1.8,134.0,8
49,170000,4,9,8750,3.5,268.0,16
14,140401,2,7,10500,4.6,225.0,10
37,59700,4,15,21995,3.8,545.0,21
11,28000,4,42,64600,5.7,370.0,3
14,16500,4,33,59000,2.3,275.0,2
49,65000,4,33,43000,4.0,270.0,6
5,69700,4,19,35000,4.0,414.0,13
11,171000,4,33,6500,4.7,230.0,21
14,130307,1,33,48000,6.7,475.0,2
50,25000,4,19,31500,2.0,228.0,5
27,153600,2,15,27800,5.4,310.0,11
22,17000,4,27,33499,3.6,285.0,6
49,124756,4,39,4495,1.8,130.0,21
7,100795,4,16,24991,3.6,331.6983232435877,7
22,27981,5,33,47500,3.6,285.0,4
9,11089,4,30,43147,6.2,331.6983232435877,4
23,19650,5,19,36950,1.6,227.0,4
34,32936,4,42,42000,5.5,563.0,8
40,120000,4,33,30000,3.8,355.0,17
24,122961,4,16,43999,6.5,331.6983232435877,6
9,24000,4,33,36000,5.3,355.0,4
8,96653,4,15,17500,3.0,270.0,12
14,162000,4,15,7200,2.3,300.0,15
4,11238,4,28,35645,3.0,331.6983232435877,4
5,154860,4,42,17900,2.0,240.0,11
25,55000,4,33,58000,3.0,380.0,7
14,7500,1,15,48000,6.7,475.0,2
17,192000,4,15,10500,2.4,166.0,16
14,85760,4,33,13995,5.0,480.0,16
17,212000,4,39,11900,2.4,160.0,21
11,106000,4,33,18000,3.7,210.0,14
5,44000,4,33,46500,3.0,230.0,11
40,11500,4,19,23000,3.4,295.0,17
16,9950,4,27,53900,3.3,365.0,3
15,144000,4,15,16995,3.6,301.0,8
26,80400,4,33,23800,2.5,204.0,10
9,18000,4,3,45999,5.3,355.0,3
14,44000,4,3,40000,5.0,460.0,5
9,33400,4,33,25500,2.0,250.0,6
14,65441,4,3,48995,3.5,375.0,5
50,73500,4,33,5199,2.0,200.0,8
14,30176,4,28,62479,1.5,331.6983232435877,2
5,77000,4,33,19995,2.0,248.0,7
34,55621,4,21,51890,5.5,563.0,8
49,86111,4,33,11000,2.2,133.0,21
8,152520,4,15,9995,3.6,300.0,13
34,80000,4,33,17900,3.5,268.0,16
5,28000,4,42,41999,4.4,600.0,3
34,24981,4,42,32000,5.5,563.0,6
14,30301,4,4,45861,3.5,331.6983232435877,2
11,138450,4,7,19000,8.3,500.0,19
14,172600,4,33,7000,2.7,325.0,11
27,15000,4,3,27000,3.5,450.0,5
50,148000,4,33,14950,1.4,147.0,10
41,157272,1,15,35999,6.7,350.0,7
9,84421,4,15,21000,5.3,355.0,8
17,173452,4,7,6000,1.8,130.0,13
25,59500,4,27,24500,3.0,340.0,6
40,126000,4,19,5000,3.4,295.0,18
20,106000,4,33,32000,3.5,295.0,7
40,84500,4,19,16000,3.2,280.0,21
9,2550,4,3,57000,5.3,355.0,2
15,76296,4,15,7500,2.4,182.0,9
14,65441,4,33,55000,3.5,375.0,6
29,104500,4,19,13888,1.6,118.0,14
8,70503,4,15,23500,3.6,308.0,8
14,67650,4,15,28000,3.5,375.0,6
50,44000,4,33,31933,2.0,292.0,11
25,36500,4,33,59200,5.0,550.0,4
20,97097,4,33,16600,3.5,265.0,13
20,130921,4,41,18000,5.6,400.0,13
34,40000,4,42,32500,4.0,630.0,5
25,174678,4,15,7350,3.2,230.0,13
34,10400,4,33,37900,2.0,255.0,5
34,50000,5,42,38000,3.0,429.0,6
26,70000,4,33,15051,3.5,275.0,12
40,69000,4,42,32500,3.6,310.0,8
5,12500,4,42,40250,3.0,453.0,6
49,202055,4,33,6700,4.0,236.0,17
14,66500,4,19,21500,5.0,412.0,14
5,72900,4,33,21900,3.0,300.0,12
14,115000,2,15,24000,5.0,385.0,8
21,46000,4,33,49900,5.0,550.0,5
22,12875,4,33,46900,3.6,293.0,2
4,90400,4,21,21000,2.0,184.0,13
17,49400,4,15,26900,2.0,174.0,4
5,43000,4,42,30999,4.4,445.0,7
26,81400,4,27,26000,3.5,295.0,7
5,68325,4,27,30500,3.0,300.0,8
34,59600,4,42,19950,4.7,402.0,8
9,13700,4,33,63000,6.2,490.0,2
14,35900,2,33,18000,6.2,385.0,8
