,brand,milage,fuel_type,transmission,price,horsepower,engine_displacement,age
25869,BMW,120000,Gasoline,Transmission w/Dual Shift Mode,20000,2.0,248.0,7
25871,Dodge,199000,Gasoline,A/T,3200,3.7,210.0,17
25872,RAM,459,Gasoline,Automatic,24998,5.7,331.6983232435877,5
25873,Tesla,73091,Gasoline,A/T,29994,3.716927534611586,1020.0,4
25874,Toyota,74000,Gasoline,A/T,35000,3.5,295.0,6
25876,Jeep,173452,Gasoline,M/T,7900,4.0,190.0,19
25877,Lincoln,33705,Gasoline,6-Speed Automatic,29497,2.0,331.6983232435877,8
25878,BMW,37100,Gasoline,8-Speed A/T,53000,4.4,445.0,5
25879,Jeep,67499,Gasoline,A/T,27500,3.6,285.0,7
25880,BMW,73500,Gasoline,6-Speed M/T,15500,4.0,414.0,16
25881,Ford,67500,Gasoline,10-Speed A/T,39999,3.5,375.0,6
25884,Porsche,42635,Gasoline,Transmission w/Dual Shift Mode,35000,2.9,440.0,8
25885,BMW,31500,Gasoline,Transmission w/Dual Shift Mode,45000,4.4,523.0,4
25886,BMW,98527,Gasoline,6-Speed M/T,9650,4.0,414.0,13
25887,BMW,27000,Hybrid,8-Speed A/T,42500,3.0,335.0,4
25888,Mercedes-Benz,35000,Gasoline,Transmission w/Dual Shift Mode,29000,3.5,302.0,10
25889,Subaru,131986,Gasoline,5-Speed M/T,6000,2.0,152.0,14
25890,Chevrolet,119000,Gasoline,A/T,19780,4.8,285.0,7
25891,Toyota,269885,Gasoline,Transmission w/Dual Shift Mode,20000,5.7,381.0,14
25893,BMW,32000,Gasoline,8-Speed A/T,38500,3.0,335.0,4
25894,MINI,77800,Gasoline,6-Speed A/T,13998,1.6,118.0,14
25895,Chevrolet,105667,Gasoline,6-Speed A/T,36500,5.3,355.0,5
25896,BMW,72500,Gasoline,8-Speed A/T,16500,3.0,300.0,11
25897,Cadillac,85000,Electric,A/T,11500,3.716927534611586,331.6983232435877,30
25898,Chevrolet,4753,Gasoline,10-Speed A/T,46500,5.3,355.0,2
25899,Audi,17000,Hybrid,8-Speed A/T,39900,3.0,335.0,5
25900,Nissan,118000,Gasoline,A/T,5900,4.0,261.0,12
25901,BMW,123000,Gasoline,A/T,12800,2.0,240.0,12
25902,Ford,100900,Gasoline,A/T,17900,5.4,300.0,16
25903,Chevrolet,65000,Gasoline,A/T,33885,6.0,400.0,17
25904,Porsche,28470,Gasoline,6-Speed M/T,53499,3.8,355.0,19
25906,GMC,28500,Gasoline,A/T,55460,6.2,420.0,6
25907,Mazda,46873,Gasoline,5-Speed M/T,11500,1.8,142.0,21
25908,Audi,71000,Gasoline,A/T,17500,2.0,248.0,7
25909,BMW,86101,Gasoline,Transmission w/Dual Shift Mode,33950,3.0,320.0,11
25910,RAM,67865,Gasoline,6-Speed A/T,36500,6.4,410.0,6
25911,Toyota,107750,Gasoline,6-Speed A/T,26500,3.5,310.0,9
25912,Alfa,19200,Gasoline,8-Speed A/T,43499,2.0,280.0,3
25913,Toyota,165520,Gasoline,A/T,29500,3.5,270.0,9
25914,Chevrolet,44168,Gasoline,4-Speed A/T,21999,5.7,350.0,22
25915,Lexus,63500,Gasoline,6-Speed A/T,35000,5.0,416.0,12
25916,Audi,102370,Gasoline,6-Speed M/T,43000,3.0,333.0,10
25917,Audi,90818,Gasoline,A/T,17000,2.0,220.0,9
25918,BMW,110000,Gasoline,8-Speed A/T,6000,3.0,300.0,13
25919,Mercedes-Benz,153460,Gasoline,A/T,12350,5.0,302.0,19
25920,Cadillac,123500,E85 Flex Fuel,A/T,12500,6.2,403.0,12
25923,Ford,64957,Gasoline,10-Speed Automatic,23900,3.5,331.6983232435877,6
25924,Toyota,199296,Gasoline,4-Speed A/T,3550,4.7,282.0,19
25925,Acura,19400,Gasoline,10-Speed A/T,15000,3.0,355.0,9
25926,BMW,60000,Gasoline,8-Speed A/T,34000,3.0,335.0,5
25927,Ford,24207,Gasoline,10-Speed A/T,47850,2.7,315.0,3
25928,BMW,98000,Gasoline,Transmission w/Dual Shift Mode,22500,3.0,315.0,12
25929,Chrysler,42600,Gasoline,8-Speed A/T,40250,3.6,292.0,7
25930,Mercedes-Benz,170000,Gasoline,7-Speed A/T,8950,3.5,302.0,12
25931,BMW,76009,Gasoline,A/T,24900,3.0,300.0,11
25932,Jeep,52775,Gasoline,8-Speed A/T,39499,3.6,285.0,4
25933,Honda,120000,Gasoline,6-Speed M/T,7000,2.0,205.0,17
25934,BMW,59000,Gasoline,8-Speed A/T,29995,2.0,240.0,9
25935,BMW,18500,Gasoline,8-Speed A/T,32000,3.0,300.0,6
25936,Toyota,67400,Gasoline,6-Speed A/T,34600,5.7,381.0,5
25937,BMW,59203,Gasoline,8-Speed A/T,29000,2.0,248.0,7
25938,Lincoln,55000,Gasoline,6-Speed A/T,37000,3.7,300.0,8
25939,Ford,51000,Hybrid,A/T,22000,2.5,191.0,6
25940,Nissan,135000,Gasoline,A/T,9200,3.5,260.0,13
25941,Toyota,81696,Gasoline,4-Speed A/T,6699,4.7,230.0,17
25942,Ford,25535,Gasoline,6-Speed M/T,41400,5.0,460.0,5
25943,Porsche,6700,Gasoline,Transmission w/Dual Shift Mode,56000,2.9,265.0,13
25944,BMW,166549,Gasoline,6-Speed A/T,18700,4.4,400.0,12
25945,BMW,60100,Gasoline,8-Speed A/T,33500,3.0,320.0,7
25946,Bentley,31875,Gasoline,8-Speed A/T,47850,6.0,600.0,6
25947,Ford,38560,Gasoline,A/T,31000,2.0,245.0,8
25948,Jeep,31804,Gasoline,Automatic,43147,3.6,331.6983232435877,2
25949,BMW,110000,Gasoline,Transmission w/Dual Shift Mode,11400,3.0,300.0,13
25950,Land,71290,Gasoline,A/T,29975,3.0,340.0,9
25951,Porsche,46000,Gasoline,6-Speed M/T,60200,3.8,385.0,19
25952,Mercedes-Benz,18500,Gasoline,A/T,13500,3.0,362.0,3
25953,Porsche,75137,Gasoline,M/T,24999,2.7,245.0,21
25954,Ford,53600,Gasoline,6-Speed M/T,34900,5.0,435.0,10
25955,BMW,24000,Gasoline,Transmission w/Dual Shift Mode,32000,2.0,228.0,3
25956,Audi,48500,Gasoline,A/T,45000,3.0,354.0,6
25957,Mercedes-Benz,88600,Gasoline,A/T,16800,2.0,208.0,11
25958,Ford,66000,Gasoline,6-Speed A/T,12500,3.5,290.0,11
25959,Audi,107818,Gasoline,7-Speed A/T,59000,4.0,420.0,12
25961,Toyota,264893,Hybrid,CVT Transmission,36740,3.5,306.0,4
25962,BMW,50100,Gasoline,6-Speed M/T,29995,2.0,240.0,9
25964,Lincoln,146500,Gasoline,6-Speed A/T,11900,3.7,300.0,13
25965,Toyota,84200,Gasoline,6-Speed A/T,22999,2.7,159.0,17
25966,Nissan,47147,Gasoline,Automatic CVT,32541,3.5,331.6983232435877,3
25967,Pontiac,100545,Gasoline,4-Speed A/T,10500,3.5,201.0,24
25968,Chevrolet,134000,Gasoline,A/T,12000,5.7,340.0,26
25969,Chevrolet,12454,Gasoline,6-Speed M/T,9000,6.2,650.0,22
25970,GMC,11250,Gasoline,A/T,49900,6.2,420.0,5
25971,Nissan,92000,Gasoline,6-Speed A/T,20900,5.6,390.0,6
25972,BMW,123500,Gasoline,A/T,7000,3.0,300.0,16
25973,BMW,125470,Gasoline,6-Speed M/T,9950,4.8,360.0,13
25974,Ford,12172,Hybrid,CVT Transmission,54500,2.5,191.0,3
25975,Ford,85000,Diesel,6-Speed A/T,42950,6.7,440.0,9
25976,Lexus,116600,Gasoline,5-Speed A/T,11000,4.7,235.0,20
25977,BMW,49600,Gasoline,8-Speed A/T,21500,3.0,315.0,12
25978,Chevrolet,40208,Gasoline,6-Speed A/T,38000,5.3,355.0,5
25980,Lincoln,51351,Gasoline,10-Speed A/T,30000,3.5,450.0,5
25981,Mercedes-Benz,33300,Gasoline,A/T,7500,5.5,510.0,23
25982,Ford,150000,E85 Flex Fuel,6-Speed A/T,16500,3.5,290.0,8
25983,INFINITI,54225,Gasoline,7-Speed A/T,43000,3.5,400.0,5
25984,Mercedes-Benz,49814,Gasoline,9-Speed Automatic,26545,2.0,331.6983232435877,5
25986,Land,19813,Gasoline,8-Speed A/T,51900,3.0,380.0,5
25987,Acura,6900,Gasoline,9-Speed A/T,57999,3.5,290.0,2
25988,MINI,79000,Gasoline,Transmission w/Dual Shift Mode,17900,1.6,181.0,10
25989,Mercedes-Benz,60000,Diesel,7-Speed A/T,24950,3.0,188.0,7
25990,Mazda,35902,Gasoline,6-Speed Automatic,39979,2.5,331.6983232435877,3
25992,Subaru,90601,Gasoline,CVT Transmission,10500,2.0,152.0,6
25993,Jeep,71000,Gasoline,A/T,21900,3.6,285.0,12
25994,GMC,102200,Gasoline,6-Speed A/T,25000,5.3,355.0,8
25995,Ford,54002,Gasoline,A/T,65000,3.5,365.0,5
25996,Land,90000,Gasoline,A/T,19950,5.0,385.0,12
25997,Mitsubishi,136400,Gasoline,A/T,6000,3.8,260.0,17
25998,Chevrolet,6200,Gasoline,A/T,60000,6.2,490.0,2
25999,Mercedes-Benz,130000,Gasoline,7-Speed A/T,16500,4.7,429.0,8
26000,Ford,162000,Gasoline,6-Speed A/T,7500,3.5,262.0,15
26001,BMW,127273,Gasoline,7-Speed A/T,12000,3.2,333.0,21
26003,BMW,51000,Gasoline,Transmission w/Dual Shift Mode,52500,4.4,567.0,4
26004,Chevrolet,45000,Gasoline,6-Speed M/T,41500,6.2,455.0,7
26005,BMW,51983,Gasoline,7-Speed A/T,27999,3.0,300.0,15
26006,Saturn,149460,Gasoline,A/T,7500,2.0,260.0,16
26007,Nissan,78980,Gasoline,CVT Transmission,28995,3.5,260.0,9
26009,BMW,19300,Gasoline,M/T,40000,3.0,425.0,9
26010,Land,64800,Gasoline,A/T,36800,3.0,380.0,4
26011,Ford,23761,Gasoline,10-Speed Automatic,62999,3.5,331.6983232435877,5
26012,Dodge,90305,Gasoline,A/T,18900,3.5,250.0,15
26013,GMC,115000,Gasoline,6-Speed A/T,20500,3.6,281.0,5
26014,Jaguar,58000,Gasoline,8-Speed A/T,22500,5.0,550.0,9
26015,Land,38020,Gasoline,Transmission w/Dual Shift Mode,57999,3.0,380.0,7
26016,Ford,59000,Gasoline,A/T,35000,3.5,450.0,6
26017,Mazda,36900,Gasoline,6-Speed A/T,26500,2.5,227.0,5
26018,Hummer,153692,Gasoline,4-Speed A/T,18999,3.7,242.0,17
26019,Land,115550,Gasoline,8-Speed A/T,32999,3.0,340.0,5
26020,Chevrolet,156856,Gasoline,5-Speed A/T,12000,5.3,355.0,13
26021,Jeep,151896,Gasoline,5-Speed A/T,6000,3.8,202.0,16
26023,Mercedes-Benz,19291,Gasoline,9-Speed Automatic,47850,2.0,331.6983232435877,3
26024,Chevrolet,201509,Gasoline,A/T,10500,5.3,300.0,18
26025,Toyota,99000,Gasoline,6-Speed A/T,21750,4.6,310.0,9
26026,Mercedes-Benz,120000,Diesel,5-Speed A/T,55000,3.0,188.0,13
26027,Nissan,90000,Gasoline,M/T,13995,3.5,306.0,17
26028,Jeep,23195,Gasoline,8-Speed Automatic,35690,2.0,331.6983232435877,4
26029,Cadillac,25756,Gasoline,6-Speed Automatic,47500,3.6,304.0,3
26030,Ford,51335,Gasoline,10-Speed A/T,33700,2.7,325.0,5
26031,Jeep,1798,Gasoline,A/T,15900,2.4,180.0,7
26032,Audi,47523,Gasoline,8-Speed A/T,39000,2.0,248.0,5
26033,Chevrolet,61720,Gasoline,6-Speed A/T,29998,5.3,355.0,6
26034,BMW,60930,Gasoline,Transmission w/Dual Shift Mode,23999,4.4,445.0,7
26035,Nissan,72500,Gasoline,6-Speed M/T,6750,1.8,122.0,17
26036,BMW,171000,Gasoline,6-Speed A/T,17000,3.0,300.0,13
26038,Chevrolet,60345,Gasoline,6-Speed M/T,30990,6.0,400.0,19
26039,Ford,60109,E85 Flex Fuel,A/T,15995,2.0,160.0,10
26040,Volvo,196000,Gasoline,A/T,23500,3.2,235.0,16
26041,Chevrolet,117500,Gasoline,A/T,14311,3.5,220.0,14
26042,Lamborghini,3254,Gasoline,7-Speed Automatic with Auto-Shift,34000,6.5,331.6983232435877,4
26043,Jaguar,91491,Gasoline,6-Speed A/T,7000,4.2,300.0,13
26044,Jeep,62200,Gasoline,A/T,22500,3.6,285.0,7
26046,Porsche,59500,Gasoline,6-Speed M/T,14195,3.4,300.0,23
26047,Jeep,68816,Gasoline,8-Speed Automatic,29994,2.0,331.6983232435877,4
26048,Pontiac,111000,Gasoline,5-Speed A/T,9950,3.8,200.0,23
26049,Toyota,65290,Gasoline,6-Speed A/T,18000,3.5,278.0,6
26050,Jeep,124705,E85 Flex Fuel,A/T,6499,3.6,283.0,10
26051,Ford,119000,Gasoline,A/T,10500,2.5,169.0,8
26052,Subaru,10400,Gasoline,CVT Transmission,52000,2.4,260.0,3
26053,Cadillac,125559,Gasoline,Transmission w/Dual Shift Mode,11500,3.6,321.0,10
26054,Lincoln,67073,Gasoline,10-Speed A/T,55000,3.5,450.0,4
26055,Acura,70000,Gasoline,A/T,15999,3.7,305.0,12
26056,Honda,184000,Gasoline,A/T,4500,3.5,240.0,20
26057,Ford,57912,Gasoline,A/T,42500,2.7,315.0,1
26058,Chevrolet,120000,Gasoline,6-Speed A/T,55000,5.3,355.0,6
26060,Dodge,121500,Gasoline,6-Speed M/T,26499,2.0,160.0,8
26061,Mercedes-Benz,148000,Gasoline,A/T,9900,4.7,335.0,19
26062,Dodge,76500,Gasoline,8-Speed A/T,35750,3.6,303.0,6
26063,Ford,157272,E85 Flex Fuel,7-Speed A/T,26000,6.2,385.0,10
26064,Chevrolet,148800,Gasoline,A/T,6500,3.8,240.0,18
26065,Ford,67499,Gasoline,10-Speed A/T,30000,2.7,325.0,6
26066,Lexus,55621,Gasoline,A/T,38500,5.7,383.0,6
26068,GMC,111000,Gasoline,6-Speed A/T,17000,3.6,281.0,8
26069,Chevrolet,51808,Gasoline,8-Speed A/T,60500,6.2,455.0,5
26070,RAM,106000,Diesel,6-Speed A/T,19500,6.7,385.0,10
26071,Lexus,119000,Gasoline,A/T,19500,4.6,301.0,6
26072,MINI,169613,Gasoline,6-Speed A/T,5900,1.6,118.0,13
26073,BMW,73000,Gasoline,Transmission w/Dual Shift Mode,24900,4.4,445.0,10
26074,Porsche,55000,Gasoline,Transmission w/Dual Shift Mode,40000,4.8,520.0,7
26075,Nissan,73101,Gasoline,CVT Transmission,17550,3.5,300.0,5
26076,Maserati,55000,Gasoline,A/T,19500,3.0,404.0,7
26077,Audi,90000,Gasoline,7-Speed A/T,24950,3.0,333.0,10
26078,Nissan,65000,Gasoline,6-Speed A/T,21500,3.7,332.0,12
26080,Mercedes-Benz,140600,Gasoline,A/T,8500,3.5,268.0,16
26081,Mercedes-Benz,7346,Gasoline,A/T,37500,3.5,302.0,10
26082,Audi,95798,Gasoline,A/T,17500,2.0,211.0,11
26083,Ford,88883,Gasoline,Automatic,31985,3.716927534611586,331.6983232435877,3
26084,Porsche,60000,Gasoline,Transmission w/Dual Shift Mode,45000,3.6,310.0,8
26085,INFINITI,91239,Gasoline,A/T,12000,3.5,265.0,13
26086,Scion,94500,Gasoline,A/T,4500,2.4,158.0,13
26087,Toyota,177702,Gasoline,5-Speed A/T,7850,2.5,179.0,17
26088,Mazda,30301,Gasoline,6-Speed Automatic,41986,2.5,331.6983232435877,3
26089,Lexus,198000,Gasoline,A/T,14500,4.7,270.0,20
26090,Rolls-Royce,398,Gasoline,8-Speed Automatic,50927,6.7,331.6983232435877,3
26091,Jaguar,40000,Gasoline,Transmission w/Dual Shift Mode,36995,5.0,510.0,13
26092,Hyundai,83000,Gasoline,M/T,7900,1.6,104.0,21
26093,Chevrolet,70000,Gasoline,A/T,17950,5.7,340.0,27
26094,BMW,55000,Gasoline,A/T,31000,3.0,335.0,4
26095,Kia,154247,Gasoline,A/T,4500,2.0,147.0,11
26096,Chevrolet,88900,Gasoline,6-Speed A/T,27500,5.3,355.0,7
26097,Audi,25000,Gasoline,8-Speed A/T,34900,3.0,349.0,6
26098,BMW,62600,Gasoline,8-Speed A/T,36000,2.0,248.0,5
26099,Land,55000,Gasoline,A/T,29500,3.0,340.0,7
26100,GMC,116226,Gasoline,6-Speed A/T,16500,3.6,288.0,13
26102,Mercedes-Benz,97300,Gasoline,5-Speed A/T,11500,3.5,268.0,14
26103,Ford,192100,Gasoline,A/T,8450,4.0,210.0,17
26104,Jaguar,134000,Gasoline,A/T,14500,5.0,385.0,11
26105,Ford,12000,Gasoline,Transmission w/Dual Shift Mode,51900,2.7,315.0,2
26106,Lexus,28000,Gasoline,A/T,59950,3.5,295.0,2
26107,Mercedes-Benz,99999,Gasoline,Transmission w/Dual Shift Mode,49999,4.0,469.0,7
26109,BMW,73500,Gasoline,Transmission w/Dual Shift Mode,19950,2.0,240.0,11
26110,Mazda,85000,Electric,6-Speed M/T,18000,3.716927534611586,331.6983232435877,8
26112,Lincoln,63250,Gasoline,A/T,12000,2.0,240.0,8
26113,Dodge,194277,Gasoline,A/T,3600,3.7,210.0,19
26114,Chevrolet,153843,Gasoline,6-Speed A/T,37500,5.3,355.0,9
26115,Ford,28000,E85 Flex Fuel,10-Speed A/T,57000,6.2,385.0,3
26116,Ford,161000,Gasoline,6-Speed A/T,17500,3.5,290.0,11
26117,Ford,85000,Gasoline,A/T,31000,3.5,365.0,7
26118,Nissan,186117,Gasoline,A/T,6500,3.5,260.0,13
26119,BMW,82963,Gasoline,Transmission w/Dual Shift Mode,13000,2.0,240.0,9
26120,Mazda,39800,Gasoline,Transmission w/Dual Shift Mode,21400,2.0,170.0,8
26121,RAM,42653,Gasoline,8-Speed Automatic,61350,5.7,331.6983232435877,5
26122,Mercedes-Benz,9500,Gasoline,9-Speed A/T,59000,4.0,630.0,5
26123,Hyundai,89000,Gasoline,A/T,12500,3.8,344.0,11
26124,Buick,115872,Gasoline,A/T,17000,3.6,288.0,8
26125,Lexus,61300,Gasoline,6-Speed A/T,24500,2.5,204.0,12
26126,BMW,83424,Gasoline,Transmission w/Dual Shift Mode,23500,2.0,228.0,6
26127,Audi,35580,Hybrid,A/T,30000,3.0,335.0,5
26128,Chevrolet,62000,Gasoline,Transmission w/Dual Shift Mode,34500,6.2,455.0,7
26129,Land,90000,Gasoline,A/T,25500,5.0,375.0,12
26130,Cadillac,134000,Gasoline,A/T,33999,6.2,420.0,7
26131,Land,151896,Gasoline,6-Speed A/T,7200,3.2,230.0,21
26132,Acura,83112,Gasoline,Transmission w/Dual Shift Mode,15900,3.7,300.0,14
26133,Lexus,149460,Gasoline,A/T,12490,4.7,235.0,20
26134,MINI,96680,Gasoline,5-Speed M/T,12900,1.6,181.0,25
26135,Mercedes-Benz,56006,Gasoline,9-Speed A/T,55000,4.0,577.0,8
26136,Subaru,39948,Gasoline,Automatic CVT,47645,2.4,331.6983232435877,3
26137,Mercedes-Benz,94400,Hybrid,9-Speed A/T,49900,4.0,603.0,3
26138,Chevrolet,51338,Gasoline,6-Speed A/T,62500,6.2,420.0,5
26139,Porsche,1837,Gasoline,8-Speed Automatic with Auto-Shift,41999,3.0,331.6983232435877,3
26140,Mercedes-Benz,13650,Gasoline,7-Speed A/T,38490,4.0,469.0,6
26141,Volvo,46250,Gasoline,8-Speed A/T,29000,2.0,250.0,4
26143,GMC,16919,Diesel,10-Speed A/T,39500,6.6,445.0,3
26144,Mercedes-Benz,75151,Gasoline,7-Speed A/T,35999,4.0,416.0,7
26145,Chevrolet,23133,Gasoline,Transmission w/Dual Shift Mode,33000,6.2,490.0,3
26146,BMW,50000,Gasoline,8-Speed A/T,55000,3.0,335.0,5
26147,Mercedes-Benz,54000,Gasoline,A/T,33000,3.5,248.0,4
26148,Ford,33700,E85 Flex Fuel,6-Speed A/T,11500,2.0,160.0,8
26150,Cadillac,28000,Gasoline,8-Speed A/T,29999,2.0,237.0,4
26151,Porsche,87500,Gasoline,Transmission w/Dual Shift Mode,31500,2.0,252.0,7
26152,Ford,81000,Gasoline,8-Speed A/T,39750,3.5,365.0,6
26153,Mercedes-Benz,65000,Gasoline,A/T,65000,3.0,188.0,6
26154,Mercedes-Benz,56000,Gasoline,A/T,44800,5.5,382.0,16
26155,Mitsubishi,232492,Gasoline,A/T,3600,2.4,140.0,17
26156,BMW,110000,Gasoline,A/T,9200,2.0,248.0,9
26157,Mercedes-Benz,75151,Gasoline,A/T,23000,4.0,416.0,7
26158,Chevrolet,217500,Gasoline,A/T,8500,6.0,400.0,17
26159,Chevrolet,139000,Gasoline,A/T,7000,4.3,190.0,23
26160,BMW,130000,Gasoline,A/T,4900,4.4,555.0,17
26161,Nissan,227010,Gasoline,M/T,4400,4.0,261.0,16
26162,Chevrolet,62000,Gasoline,6-Speed M/T,20150,6.2,455.0,6
26163,Audi,61117,Gasoline,8-Speed Automatic,35273,3.0,331.6983232435877,7
26164,Mazda,19319,Gasoline,6-Speed Automatic,35999,2.5,331.6983232435877,3
26166,Lexus,198000,Gasoline,A/T,14800,4.7,235.0,19
26167,Land,57918,Gasoline,Transmission w/Dual Shift Mode,55000,5.0,518.0,6
26168,Land,73049,Gasoline,8-Speed Automatic,21995,2.0,331.6983232435877,7
26169,Porsche,57939,Gasoline,7-Speed A/T,42500,3.6,300.0,8
26170,BMW,29700,Gasoline,Transmission w/Dual Shift Mode,41500,4.4,456.0,5
26171,Subaru,104000,Gasoline,6-Speed M/T,20500,2.5,305.0,7
26172,BMW,43000,Gasoline,8-Speed A/T,50000,3.0,335.0,4
26173,Lexus,14353,Gasoline,A/T,54900,5.7,383.0,4
26174,GMC,62950,Gasoline,10-Speed A/T,25999,6.2,420.0,6
26176,GMC,98600,Gasoline,6-Speed A/T,20900,3.6,281.0,9
26177,Mercedes-Benz,76474,Gasoline,7-Speed A/T,42950,4.0,463.0,5
26178,Land,81000,Gasoline,Transmission w/Dual Shift Mode,64800,5.0,518.0,4
26180,Buick,89726,Gasoline,A/T,8500,3.6,288.0,6
26181,Chevrolet,75000,Gasoline,6-Speed A/T,29500,5.3,320.0,15
26182,Ford,127941,Gasoline,A/T,13999,2.0,160.0,7
26183,Volkswagen,59000,Gasoline,A/T,17500,1.4,147.0,5
26184,Mercedes-Benz,62000,Gasoline,Transmission w/Dual Shift Mode,34500,4.0,469.0,7
26185,BMW,111000,Gasoline,A/T,15000,3.2,333.0,23
26186,Jeep,80400,Gasoline,A/T,15000,3.8,202.0,14
26187,RAM,44362,Gasoline,8-Speed Automatic,31621,1.5,331.6983232435877,4
26188,Hyundai,125000,Gasoline,Transmission w/Dual Shift Mode,10500,4.6,378.0,14
26189,BMW,40989,Gasoline,8-Speed A/T,43500,3.0,300.0,6
26190,Mercedes-Benz,115000,Gasoline,Transmission w/Dual Shift Mode,42250,4.6,429.0,10
26191,Honda,71000,Hybrid,A/T,42000,1.5,212.0,6
26192,BMW,59000,Gasoline,7-Speed A/T,51500,3.0,425.0,6
26193,Lexus,68364,Gasoline,Transmission w/Dual Shift Mode,19500,3.5,290.0,8
26194,Ford,29600,Gasoline,10-Speed A/T,54900,3.5,375.0,4
26196,Jeep,7500,Gasoline,8-Speed A/T,26900,3.6,285.0,2
26197,Chevrolet,86818,Gasoline,6-Speed A/T,11495,1.4,138.0,12
26198,Hyundai,75965,Gasoline,A/T,17500,2.0,245.0,9
26199,Mercedes-Benz,28755,Gasoline,9-Speed A/T,53800,3.0,385.0,5
26200,Lexus,90000,Gasoline,A/T,16800,3.5,306.0,7
26202,Ford,25352,Gasoline,10-Speed Automatic,60894,3.5,331.6983232435877,2
26203,Ford,23842,Gasoline,10-Speed Automatic,31953,3.5,331.6983232435877,3
26204,Volkswagen,78110,Gasoline,CVT Transmission,13750,1.8,170.0,7
26205,Chevrolet,111000,Gasoline,A/T,7500,1.8,140.0,23
26206,Ford,719,Gasoline,10-Speed Automatic,44950,3.5,331.6983232435877,3
26208,Rolls-Royce,79000,Gasoline,Transmission w/Dual Shift Mode,59900,6.7,563.0,2
26210,Chrysler,166200,Gasoline,4-Speed A/T,3500,5.7,300.0,19
26211,Chevrolet,97500,E85 Flex Fuel,A/T,9000,5.3,320.0,17
26212,GMC,27340,Gasoline,6-Speed Automatic,30900,2.5,331.6983232435877,4
26213,Toyota,36602,Gasoline,8-Speed Automatic,45861,3.5,331.6983232435877,3
26214,Ford,44460,Gasoline,10-Speed A/T,30500,2.7,325.0,5
26215,Chevrolet,162731,Gasoline,Transmission Overdrive Switch,39500,5.3,355.0,9
26216,Ford,53000,E85 Flex Fuel,A/T,25000,3.5,290.0,7
26217,Mercedes-Benz,59715,Gasoline,7-Speed A/T,20900,3.5,302.0,10
26218,GMC,232492,Gasoline,4-Speed A/T,6000,4.0,182.0,14
26220,Land,239000,Gasoline,A/T,8000,4.2,390.0,13
26221,Toyota,61494,Gasoline,8-Speed Automatic,38005,3.5,331.6983232435877,4
26222,Ford,205000,E85 Flex Fuel,A/T,4500,2.0,160.0,15
26223,Ford,18533,Gasoline,10-Speed Automatic,38978,2.3,331.6983232435877,3
26224,Bentley,18950,Gasoline,Transmission w/Dual Shift Mode,12499,4.0,500.0,12
26225,Ford,111000,Gasoline,A/T,17500,1.5,179.0,11
26227,Jeep,44362,Gasoline,8-Speed Automatic,33290,5.7,331.6983232435877,4
26228,Land,101800,Gasoline,Transmission w/Dual Shift Mode,20000,5.0,510.0,7
26229,Lexus,51400,Gasoline,8-Speed A/T,43550,5.0,416.0,14
26230,Lexus,62000,Gasoline,6-Speed A/T,40995,4.6,301.0,6
26231,Ford,33000,Gasoline,10-Speed A/T,62900,3.5,450.0,4
26232,Ford,24850,Gasoline,10-Speed A/T,54599,7.3,430.0,2
26233,BMW,123500,Gasoline,A/T,12900,3.0,300.0,10
26234,RAM,25000,Gasoline,A/T,23500,5.7,395.0,8
26235,Jaguar,98313,Gasoline,6-Speed A/T,9999,4.2,300.0,17
26236,Lincoln,68200,Gasoline,6-Speed A/T,16750,3.0,300.0,8
26237,Ford,228000,Gasoline,5-Speed A/T,3850,4.6,292.0,17
26238,Tesla,28000,Gasoline,8-Speed A/T,43500,3.716927534611586,425.0,4
26240,Ford,36821,Gasoline,10-Speed Automatic,39990,3.5,331.6983232435877,3
26241,Hyundai,149000,Gasoline,4-Speed A/T,7500,2.7,173.0,16
26242,Mercedes-Benz,105,Gasoline,7-Speed A/T,33999,3.0,188.0,3
26244,Aston,39132,Gasoline,6-Speed A/T,35000,4.3,380.0,16
26246,Subaru,90367,Gasoline,6-Speed M/T,15499,2.0,201.0,10
26247,Land,96476,Gasoline,A/T,36999,3.0,380.0,8
26248,BMW,29000,Gasoline,Transmission w/Dual Shift Mode,29000,2.0,240.0,9
26250,Volkswagen,69600,Gasoline,7-Speed A/T,18000,2.0,292.0,8
26251,BMW,74000,Gasoline,6-Speed M/T,33999,3.0,425.0,8
26252,Dodge,175722,Gasoline,4-Speed A/T,10000,3.7,210.0,17
26253,Chevrolet,52673,E85 Flex Fuel,6-Speed A/T,36500,6.0,360.0,6
26255,Toyota,99700,Gasoline,A/T,15900,4.0,239.0,17
26256,Toyota,16400,Gasoline,6-Speed A/T,36750,2.4,228.0,2
26257,Bentley,13600,Gasoline,A/T,59000,6.0,552.0,15
26258,Kia,107000,Gasoline,A/T,10400,2.4,182.0,12
26259,Ford,36500,Diesel,10-Speed A/T,59950,6.7,475.0,1
26260,Ford,33000,Gasoline,10-Speed A/T,29999,2.3,300.0,3
26261,Ford,52675,Gasoline,Transmission w/Dual Shift Mode,23500,3.5,365.0,8
26262,Lexus,90625,Gasoline,A/T,27500,3.5,270.0,9
26263,Cadillac,68816,Gasoline,A/T,56000,6.2,420.0,3
26264,BMW,70582,Gasoline,8-Speed A/T,25700,3.0,300.0,6
26266,Ford,191775,E85 Flex Fuel,6-Speed A/T,17950,5.4,310.0,13
